SG=191.233
 name=P6/mmm
 nsym=24
 spinor=False
symmetries=
   1 0 0 0 1 0 0 0 1    0 0 0 1
 0 -1 0 1 -1 0 0 0 1    0 0 0 1
 -1 1 0 -1 0 0 0 0 1    0 0 0 1
 -1 0 0 0 -1 0 0 0 1    0 0 0 1
  0 1 0 -1 1 0 0 0 1    0 0 0 1
  1 -1 0 1 0 0 0 0 1    0 0 0 1
  0 1 0 1 0 0 0 0 -1    0 0 0 1
1 -1 0 0 -1 0 0 0 -1    0 0 0 1
-1 0 0 -1 1 0 0 0 -1    0 0 0 1
0 -1 0 -1 0 0 0 0 -1    0 0 0 1
 -1 1 0 0 1 0 0 0 -1    0 0 0 1
 1 0 0 1 -1 0 0 0 -1    0 0 0 1
-1 0 0 0 -1 0 0 0 -1    0 0 0 1
 0 1 0 -1 1 0 0 0 -1    0 0 0 1
 1 -1 0 1 0 0 0 0 -1    0 0 0 1
  1 0 0 0 1 0 0 0 -1    0 0 0 1
0 -1 0 1 -1 0 0 0 -1    0 0 0 1
-1 1 0 -1 0 0 0 0 -1    0 0 0 1
 0 -1 0 -1 0 0 0 0 1    0 0 0 1
  -1 1 0 0 1 0 0 0 1    0 0 0 1
  1 0 0 1 -1 0 0 0 1    0 0 0 1
   0 1 0 1 0 0 0 0 1    0 0 0 1
 1 -1 0 0 -1 0 0 0 1    0 0 0 1
 -1 0 0 -1 1 0 0 0 1    0 0 0 1


K4  1    1.00000 1.00000 1.00000 -1.00000 -1.00000 -1.00000 1.00000 1.00000 1.00000 -1.00000 -1.00000 -1.00000
K5  2    2.00000 -1.00000 -1.00000 0.00000 0.00000 0.00000 2.00000 -1.00000 -1.00000 0.00000 0.00000 0.00000
K6  2    2.00000 -1.00000 -1.00000 0.00000 0.00000 0.00000 -2.00000 1.00000 1.00000 0.00000 0.00000 0.00000



 kpoint  L : 0.500000 0.000000 0.500000  : 1 4 9 12 13 16 21 24
L1+  1    1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
L1-  1    1.00000 1.00000 1.00000 1.00000 -1.00000 -1.00000 -1.00000 -1.00000
L2+  1    1.00000 1.00000 -1.00000 -1.00000 1.00000 1.00000 -1.00000 -1.00000
L2-  1    1.00000 1.00000 -1.00000 -1.00000 -1.00000 -1.00000 1.00000 1.00000
L3+  1    1.00000 -1.00000 1.00000 -1.00000 1.00000 -1.00000 1.00000 -1.00000
L3-  1    1.00000 -1.00000 1.00000 -1.00000 -1.00000 1.00000 -1.00000 1.00000
L4+  1    1.00000 -1.00000 -1.00000 1.00000 1.00000 -1.00000 -1.00000 1.00000
L4-  1    1.00000 -1.00000 -1.00000 1.00000 -1.00000 1.00000 1.00000 -1.00000



 kpoint  M : 0.500000 0.000000 0.000000  : 1 4 9 12 13 16 21 24
M1+  1    1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000 1.00000
M1-  1    1.00000 1.00000 1.00000 1.00000 -1.00000 -1.00000 -1.00000 -1.00000
M2+  1    1.00000 1.00000 -1.00000 -1.00000 1.00000 1.00000 -1.00000 -1.00000
M2-  1    1.00000 1.00000 -1.00000 -1.00000 -1.00000 -1.00000 1.00000 1.00000
M3+  1    1.00000 -1.00000 1.00000 -1.00000 1.00000 -1.00000 1.00000 -1.00000
M3-  1    1.00000 -1.00000 1.00000 -1.00000 -1.00000 1.00000 -1.00000 1.00000
M4+  1    1.00000 -1.00000 -1.00000 1.00000 1.00000 -1.00000 -1.00000 1.00000
M4-  1    1.00000 -1.00000 -1.00000 1.00000 -1.00000 1.00000 1.00000 -1.00000
